Year,State,Percent_Born_Mexico
2010,Alabama,0.002928288133366973
2010,Alaska,0.005642450907060153
2010,Arizona,0.0068835067336704015
2010,Arkansas,0.009955846170341048
2010,California,0.02767671953902704
2010,Colorado,0.007980256436332593
2010,Connecticut,0.022251445850443776
2010,Delaware,0.00737565217785988
2010,Florida,0.04217891248848021
2010,Georgia,0.0027986606560588627
2010,Hawaii,0.0017996522172090243
2010,Idaho,0.0032093330023572225
2010,Illinois,0.009838875468317528
2010,Indiana,0.0024308917726467956
2010,Iowa,0.0022212887652187287
2010,Kansas,0.006407223931408532
2010,Kentucky,0.002589931280490024
2010,Louisiana,0.003679508074601462
2010,Maine,0.0027115273807775306
2010,Maryland,0.10097564734922249
2010,Massachusetts,0.02152199071929766
2010,Michigan,0.0028836433819329392
2010,Minnesota,0.0028997041920184115
2010,Mississippi,0.008089759621970291
2010,Missouri,0.008425760606411616
2010,Montana,0.0017458477066236435
2010,Nebraska,0.0013339817967067324
2010,Nevada,0.009835451752931932
2010,New Hampshire,0.007458489321041539
2010,New Jersey,0.03875445919929389
2010,New Mexico,0.008096876393979102
2010,New York,0.031097644941026802
2010,North Carolina,0.004713532627676872
2010,North Dakota,0.0034816373336951454
2010,Ohio,0.0022497420397134195
2010,Oklahoma,0.003183379818841201
2010,Oregon,0.0061138911594462945
2010,Pennsylvania,0.004210040590024107
2010,Rhode Island,0.12769917142264828
2010,South Carolina,0.005408487068839401
2010,South Dakota,0.00813046773955485
2010,Tennessee,0.005260652500542104
2010,Texas,0.01402194506383728
2010,Utah,0.012004955525214921
2010,Vermont,0.003043613377802127
2010,Virginia,0.3575348066261706
2010,Washington,0.003596849830147911
2010,West Virginia,0.009017808542146304
2010,Wisconsin,0.0034764427547829026
2010,Wyoming,0.0049488708326383525
2011,Alabama,0.00501324507775164
2011,Alaska,0.0049949836093180705
2011,Arizona,0.0062802047472982885
2011,Arkansas,0.008667342558240398
2011,California,0.02720643129956829
2011,Colorado,0.009726018266791326
2011,Delaware,0.008306617455570821
2011,Connecticut,0.023691940693142434
2011,Florida,0.04483972127243999
2011,Georgia,0.003041472772777402
2011,Idaho,0.0067097336945406635
2011,Hawaii,0.0011882182222176013
2011,Illinois,0.01155573861263272
2011,Indiana,0.003253668045912045
2011,Iowa,0.002902120064664512
2011,Kansas,0.0038502500013246274
2011,Kentucky,0.0003938795747954143
2011,Louisiana,0.004370516318526797
2011,Maine,0.0013548677009325254
2011,Maryland,0.1045228443252864
2011,Massachusetts,0.021129484583384456
2011,Michigan,0.0023385632814719964
2011,Minnesota,0.0025008573014612965
2011,Mississippi,0.011228734738052557
2011,Missouri,0.006162058443178601
2011,Montana,0.00514935455647875
2011,Nebraska,0.0041366506697788985
2011,Nevada,0.01204460543817676
2011,New Hampshire,0.0050155367650243825
2011,New Jersey,0.03290276410637464
2011,New Mexico,0.009032288467731167
2011,New York,0.030742214666243366
2011,North Carolina,0.005871276145758836
2011,North Dakota,0.0039377606639675895
2011,Ohio,0.002004245182176343
2011,Oklahoma,0.00242292409248032
2011,Oregon,0.007969508607463826
2011,Pennsylvania,0.004233560142105449
2011,Rhode Island,0.13824067160107747
2011,South Carolina,0.006862092055183458
2011,South Dakota,0.008542807513213495
2011,Tennessee,0.004890448398544869
2011,Texas,0.013675524448087843
2011,Vermont,0.010560709679690475
2011,Utah,0.016940544947869157
2011,Virginia,0.3422072036609762
2011,Washington,0.0027356717314171606
2011,West Virginia,0.006445071740689309
2011,Wisconsin,0.0036364323209635203
2011,Wyoming,0.0027041790382857666
2012,Alabama,0.023967382590177017
2012,Alaska,0.03135814517274401
2012,Arizona,0.03620351899452486
2012,Arkansas,0.022493701077914614
2012,California,0.0840936177262959
2012,Colorado,0.04511335150955223
2012,Delaware,0.053214476559523
2012,Connecticut,0.4208315685542827
2012,Florida,0.3580484816855062
2012,Georgia,0.10666453653270669
2012,Idaho,0.0250669248623711
2012,Hawaii,0.09745143939004791
2012,Illinois,0.039247153353202544
2012,Indiana,0.02067679896631424
2012,Iowa,0.01611079502015654
2012,Kansas,0.02539296846256449
2012,Kentucky,0.015414153418520532
2012,Louisiana,0.04918751193536743
2012,Maine,0.02249669697325376
2012,Maryland,0.1446029865027994
2012,Massachusetts,0.9662538230145284
2012,Michigan,0.030766078382874297
2012,Minnesota,0.03453739929807206
2012,Mississippi,0.005593708089310626
2012,Missouri,0.02410398613402318
2012,Montana,0.010395797271860192
2012,Nebraska,0.019263330826911312
2012,Nevada,0.05580200310331617
2012,New Hampshire,0.1515020410269956
2012,New Jersey,0.3470251156257619
2012,New Mexico,0.019510657149098883
2012,New York,0.13012597867061895
2012,North Carolina,0.050606391346244214
2012,North Dakota,0.01301288127372448
2012,Ohio,0.020583408714793288
2012,Oklahoma,0.016644416318463164
2012,Oregon,0.03531747148798372
2012,Pennsylvania,0.06272643941469287
2012,Rhode Island,0.16142962608945993
2012,South Carolina,0.06319175371370335
2012,South Dakota,0.015933891509809762
2012,Tennessee,0.01800660011150241
2012,Texas,0.0514857909094555
2012,Vermont,0.03884904508087955
2012,Utah,0.10711317520975276
2012,Virginia,0.06431726690917167
2012,Washington,0.04813974891945258
2012,West Virginia,0.008862560599109096
2012,Wisconsin,0.017477786594819016
2012,Wyoming,0.019900391433592218
2013,Alabama,0.0012501883096141357
2013,Alaska,0.004026010806368316
2013,Arizona,0.008241118458670097
2013,Arkansas,0.010772596287749682
2013,California,0.025024442246898572
2013,Colorado,0.008946484978793119
2013,Delaware,0.0013209370727594156
2013,Connecticut,0.016436165032491425
2013,Florida,0.03794950918634785
2013,Georgia,0.0024973454237470234
2013,Idaho,0.006126197134708128
2013,Hawaii,0.009176626984637441
2013,Illinois,0.012227056834566754
2013,Indiana,0.007152877091314765
2013,Iowa,0.002318327225683931
2013,Kansas,0.008437621051097466
2013,Kentucky,0.0005273617034058165
2013,Louisiana,0.004859928966227434
2013,Maine,0.0007528306432185016
2013,Maryland,0.11404969131681458
2013,Massachusetts,0.02143811606196342
2013,Michigan,0.0014060152163215102
2013,Minnesota,0.003627700673555558
2013,Mississippi,0.006819238448949098
2013,Missouri,0.005093902598589488
2013,Montana,0.005017595431514929
2013,Nebraska,0.004941288264440372
2013,Nevada,0.007289201066933913
2013,New Hampshire,0.0006064414696805797
2013,New Jersey,0.02983332061501702
2013,New Mexico,0.009808156327517048
2013,New York,0.028177682895407532
2013,North Carolina,0.004558933541110183
2013,North Dakota,0.0036777848060870885
2013,Ohio,0.0027966360710639944
2013,Oklahoma,0.004358458658830951
2013,Oregon,0.007030747371030374
2013,Pennsylvania,0.003785920788954474
2013,Rhode Island,0.13502013416437275
2013,South Carolina,0.00517137995923585
2013,South Dakota,0.005695602752309142
2013,Tennessee,0.0032956458270954254
2013,Texas,0.01525778340991412
2013,Vermont,0.006710294230425113
2013,Utah,0.017343877557910958
2013,Virginia,0.352169139944644
2013,Washington,0.005528200494488002
2013,West Virginia,0.005556697465876213
2013,Wisconsin,0.0041528886845348355
2013,Wyoming,0.004034139342680844
2014,Alabama,0.002220986956787066
2014,Alaska,0.0026088150487436497
2014,Arizona,0.010668266296996
2014,Arkansas,0.023277625383605765
2014,California,0.024007721139509053
2014,Colorado,0.008754074011366828
2014,Delaware,0.0015266176695090832
2014,Connecticut,0.015506452716594104
2014,Florida,0.04205189271736831
2014,Georgia,0.0032701653129124297
2014,Idaho,0.005876968784542822
2014,Hawaii,0.0009334359634207987
2014,Illinois,0.013458963798107152
2014,Indiana,0.00816212860977398
2014,Iowa,0.0028588916077236857
2014,Kansas,0.009989781286225964
2014,Kentucky,0.0009125602974216522
2014,Louisiana,0.0029775818514430077
2014,Maine,0.0009032505729995822
2014,Maryland,0.11795625377052388
2014,Massachusetts,0.020909405943048003
2014,Michigan,0.0022550253695410184
2014,Minnesota,0.004253611065035484
2014,Mississippi,0.006869178999076849
2014,Missouri,0.005441205452618713
2014,Montana,0.005172617339238641
2014,Nebraska,0.004904029225858569
2014,Nevada,0.013434318854686295
2014,New Hampshire,0.002725065836833655
2014,New Jersey,0.03111205365020676
2014,New Mexico,0.006393969477208864
2014,New York,0.02584421105493273
2014,North Carolina,0.00386650605795349
2014,North Dakota,0.003135635649617243
2014,Ohio,0.0024047652412809957
2014,Oklahoma,0.0039278830203116075
2014,Oregon,0.009563261487515328
2014,Pennsylvania,0.004577258440084431
2014,Rhode Island,0.15494867325198527
2014,South Carolina,0.00596538427122783
2014,South Dakota,0.005750513952184477
2014,Tennessee,0.0050066923821547845
2014,Texas,0.014176741229784585
2014,Vermont,0.01101606429549874
2014,Utah,0.015814641208826388
2014,Virginia,0.3472149682149253
2014,Washington,0.006392116795134685
2014,West Virginia,0.004477094268725986
2014,Wisconsin,0.004157428906218885
2014,Wyoming,0.005562789112926358
2015,Mississippi,0.0061243319709204675
2015,Missouri,0.013712796801825107
2015,Montana,0.014191400602543217
2015,Nebraska,0.009361467664153337
2015,Nevada,0.08929349869007618
2015,New Hampshire,0.010270344154701589
2015,New Jersey,0.12630815753941332
2015,New Mexico,0.019336726297036106
2015,New York,0.10255081361045248
2015,North Carolina,0.027099134178600156
2015,North Dakota,0.004711490493875063
2015,Ohio,0.009597462054390743
2015,Oklahoma,0.0037664949751060658
2015,Oregon,0.030919724728138705
2015,Pennsylvania,0.02615896213633037
2015,Rhode Island,0.029895763438145664
2015,South Carolina,0.02394519731344933
2015,South Dakota,0.0023719446388121303
2015,Tennessee,0.017401030676432373
2015,Texas,0.04382670474049624
2015,Vermont,0.009894606481924789
2015,Utah,0.1462778369616919
2015,Virginia,0.0648569694899735
2015,Washington,0.023763632594771086
2015,West Virginia,0.007291700424539003
2015,Wisconsin,0.016701157430264832
2015,Wyoming,0.004140222433450237
2015,Alabama,0.004243761670344594
2015,Alaska,0.015680927220044313
2015,Arizona,0.026031598054059003
2015,Arkansas,0.010648338453550258
2015,California,0.08719865541823185
2015,Colorado,0.04110700209475221
2015,Delaware,0.029898948031958413
2015,Connecticut,0.10013297258004097
2015,Florida,0.2350225789040003
2015,Georgia,0.028171145052616284
2015,Idaho,0.012310189558361124
2015,Hawaii,0.032709971350331615
2015,Illinois,0.032197273197785786
2015,Indiana,0.012102952739872531
2015,Iowa,0.009729997420419289
2015,Kansas,0.010024241380967146
2015,Kentucky,0.008368670879958922
2015,Louisiana,0.010377810684085822
2015,Maine,0.008276277180046648
2015,Maryland,0.061613297141001375
2015,Massachusetts,0.047020499028720235
2015,Michigan,0.01925141489314101
2015,Minnesota,0.02103642789644394
2016,Mississippi,0.004716993756172237
2016,Missouri,0.013812676670653145
2016,Montana,0.008110292156174913
2016,Nebraska,0.008877033943757877
2016,Nevada,0.08639842883770339
2016,New Hampshire,0.012956656218479355
2016,New Jersey,0.12388597958421868
2016,New Mexico,0.01766963449304714
2016,New York,0.10604414569860465
2016,North Carolina,0.03049041790080263
2016,North Dakota,0.006248624623384527
2016,Ohio,0.010114835313306592
2016,Oklahoma,0.00353494655909076
2016,Oregon,0.02601533247268453
2016,Pennsylvania,0.02370154451936201
2016,Rhode Island,0.028070415015396054
2016,South Carolina,0.016878317877055106
2016,South Dakota,0.011045075658768264
2016,Tennessee,0.02426691838694785
2016,Texas,0.043937560734570426
2016,Vermont,0.01117766255914181
2016,Utah,0.14601005892294433
2016,Virginia,0.06643562008163122
2016,Washington,0.027017680675614504
2016,West Virginia,0.003900130654376922
2016,Wisconsin,0.020591513377185434
2016,Wyoming,0.007375276358465874
2016,Alabama,0.004750923538223452
2016,Alaska,0.015471157826166615
2016,Arizona,0.02681101813949666
2016,Arkansas,0.013340196572512727
2016,California,0.08645113548574766
2016,Colorado,0.04356916348139074
2016,Delaware,0.03198904455464082
2016,Connecticut,0.09485672565952455
2016,Florida,0.2457103032333321
2016,Georgia,0.02728896598978941
2016,Idaho,0.016998036665621104
2016,Hawaii,0.042584105376561626
2016,Illinois,0.03623649632219404
2016,Indiana,0.013157139956458517
2016,Iowa,0.009624704136916728
2016,Kansas,0.010316420843724512
2016,Kentucky,0.008386240310209295
2016,Louisiana,0.01056898143862995
2016,Maine,0.007970386255444863
2016,Maryland,0.05719892709645226
2016,Massachusetts,0.050028603665036475
2016,Michigan,0.01951642851376443
2016,Minnesota,0.01948313552997431
2017,Mississippi,0.003315227947036722
2017,Missouri,0.012805951969450068
2017,Montana,0.007962231833002868
2017,Nebraska,0.012777724097256435
2017,Nevada,0.08193300954903947
2017,New Hampshire,0.009010037181420101
2017,New Jersey,0.12002016481623488
2017,New Mexico,0.015828643897722018
2017,Alabama,0.005813508821587331
2017,Alaska,0.022069824592283686
2017,Arizona,0.029148542440718326
2017,Arkansas,0.012156037856991266
2017,California,0.08463979041859103
2017,New York,0.10683784427576043
2017,North Carolina,0.030479786052593147
2017,North Dakota,0.0029511385358328584
2017,Ohio,0.009690126131849799
2017,Oklahoma,0.00613410173009901
2017,Oregon,0.02623519705092535
2017,Pennsylvania,0.02734841196653299
2017,Rhode Island,0.027174479092694326
2017,South Carolina,0.020333327611391897
2017,South Dakota,0.015547481775545798
2017,Tennessee,0.01932585066710563
2017,Texas,0.042568071349806114
2017,Vermont,0.013127645540762942
2017,Utah,0.12331572332253708
2017,Virginia,0.0641289837665815
2017,Washington,0.027294407352223517
2017,West Virginia,0.002123208134826983
2017,Wisconsin,0.019069210824440585
2017,Wyoming,0.006344307270233196
2017,Delaware,0.03009328919650918
2017,Connecticut,0.08699455108641645
2017,Florida,0.25849612645386505
2017,Georgia,0.028779700508790994
2017,Idaho,0.014782411946602307
2017,Hawaii,0.04150083916103592
2017,Illinois,0.03370019244583581
2017,Indiana,0.014619578018806794
2017,Iowa,0.010904069206203003
2017,Kansas,0.013292834955334697
2017,Kentucky,0.009764088766415874
2017,Louisiana,0.012244125125094861
2017,Maine,0.008495231393563773
2017,Maryland,0.05757095595304865
2017,Massachusetts,0.04835536524355388
2017,Michigan,0.01917270628743866
2017,Minnesota,0.020725856653564575
2017,Colorado,0.040651012164217584
2018,Mississippi,0.004684213731304131
2018,Missouri,0.012824171576578365
2018,Montana,0.010271355780565443
2018,Nebraska,0.011130011130011129
2018,Nevada,0.06781055059635308
2018,New Hampshire,0.011015002731422974
2018,New Jersey,0.11904058222137405
2018,New Mexico,0.01691809634138998
2018,New York,0.10567092114755429
2018,North Carolina,0.0363148537204607
2018,North Dakota,0.002127091030190069
2018,Ohio,0.010264666038875683
2018,Oklahoma,0.009239084799740284
2018,Oregon,0.02172984777102473
2018,Pennsylvania,0.029958140690840043
2018,Rhode Island,0.02649981876016812
2018,South Carolina,0.01761527868157811
2018,South Dakota,0.015619775329779739
2018,Tennessee,0.019650917315946308
2018,Texas,0.039841930458079995
2018,Vermont,0.009280341516567809
2018,Utah,0.13042835798840857
2018,Virginia,0.05796447587016242
2018,Washington,0.027007256040851423
2018,West Virginia,0.007927595358037543
2018,Wisconsin,0.019520994933886475
2018,Wyoming,0.00446861314872232
2018,Alabama,0.005940781305245155
2018,Alaska,0.02152966218741368
2018,Arizona,0.03270624765625618
2018,Arkansas,0.009663383234063527
2018,California,0.08481750124397298
2018,Colorado,0.04006406634725096
2018,Delaware,0.03433404072691273
2018,Connecticut,0.08462925072818571
2018,Florida,0.2706312448906185
2018,Georgia,0.028103952382931598
2018,Idaho,0.021151682447480728
2018,Hawaii,0.03150428015181125
2018,Illinois,0.03582265003844715
2018,Indiana,0.013107490765245443
2018,Iowa,0.00967278840312479
2018,Kansas,0.015126637458504882
2018,Kentucky,0.009841890147389624
2018,Louisiana,0.01232948853421894
2018,Maine,0.011254392026488338
2018,Maryland,0.0626974390494775
2018,Massachusetts,0.05564996479601674
2018,Michigan,0.015515961455338937
2018,Minnesota,0.012790921087434539
2019,Alabama,0.0814150217892848
2019,Alaska,0.019536867697417335
2019,Arizona,0.05445159134385648
2019,Arkansas,0.09515331552959455
2019,California,0.15765908009666246
2019,Colorado,0.07969201202991115
2019,Delaware,0.08942301263622383
2019,Connecticut,0.18531084950968849
2019,Florida,0.5028218843730701
2019,Georgia,0.18662327502509407
2019,Idaho,0.025032746325134626
2019,Hawaii,0.014696637493724043
2019,Illinois,0.08684770548925891
2019,Indiana,0.0799015497690191
2019,Iowa,0.07740066277900869
2019,Kansas,0.12107252945388182
2019,Kentucky,0.08138812493088415
2019,Louisiana,0.6806718689501372
2019,Maine,0.007487877126931499
2019,Maryland,0.37731472866568483
2019,Massachusetts,0.17490558791385163
2019,Michigan,0.02384281802842172
2019,Minnesota,0.06920256002737905
2019,Mississippi,0.07515703229239336
2019,Missouri,0.06909192764512499
2019,Montana,0.0066625485771175715
2019,Nebraska,0.0818982424783411
2019,Nevada,0.13924858917864527
2019,New Hampshire,0.08137233666932715
2019,New Jersey,0.37581786028568104
2019,New Mexico,0.034504940132495145
2019,New York,0.2780201978110003
2019,North Carolina,0.34830425618390326
2019,North Dakota,0.011761332175701087
2019,Ohio,0.032542864048303116
2019,Oklahoma,0.09588417618685591
2019,Oregon,0.030437287202319335
2019,Pennsylvania,0.05597453940224508
2019,Rhode Island,0.12059805283802687
2019,South Carolina,0.20807416179792645
2019,South Dakota,0.021019068774852465
2019,Tennessee,0.17763254774377749
2019,Texas,0.4236920495260299
2019,Vermont,0.011853028849311163
2019,Utah,0.07375240890092119
2019,Virginia,0.4019415544192458
2019,Washington,0.05769770750206608
2019,West Virginia,0.016177801744891473
2019,Wisconsin,0.04158380414442705
2019,Wyoming,0.000860549650272622
2020,Pennsylvania,0.0640255852240954
2020,California,0.1558429425001861
2020,West Virginia,0.016542862612355914
2020,Utah,0.0724159608331834
2020,New York,0.2655567562936305
2020,Alaska,0.01601107206339299
2020,Florida,0.4894724607582136
2020,South Carolina,0.23026536099162587
2020,North Dakota,0.011572947708687865
2020,Maine,0.009695523278578486
2020,Georgia,0.19784000101173582
2020,Alabama,0.07594234104323849
2020,New Hampshire,0.06581840613203231
2020,Oregon,0.029619193428896934
2020,Wyoming,0.0010320840529252702
2020,Arizona,0.046445083288914064
2020,Louisiana,0.7146568978025201
2020,Indiana,0.07510945747527994
2020,Idaho,0.024396263723610853
2020,Connecticut,0.19209931021812052
2020,Hawaii,0.013661259906173904
2020,Illinois,0.08667708280578955
2020,Massachusetts,0.1709442000825549
2020,Texas,0.43023606899449984
2020,Montana,0.004050089243245535
2020,Nebraska,0.10619463506574918
2020,Ohio,0.03547668042080379
2020,Colorado,0.07194464800421324
2020,New Jersey,0.3684801322796519
2020,Maryland,0.364232684910488
2020,Virginia,0.36151963520632224
2020,Vermont,0.004164397603869687
2020,North Carolina,0.34736386947830045
2020,Arkansas,0.06032790891249398
2020,Washington,0.05844952355851242
2020,Kansas,0.10911142171358493
2020,Oklahoma,0.09226853485973106
2020,Wisconsin,0.03934923088182746
2020,Mississippi,0.07867638551428902
2020,Missouri,0.07140571115059045
2020,Michigan,0.025456423445696857
2020,Rhode Island,0.04764614794128936
2020,Minnesota,0.062212441559768045
2020,Iowa,0.06403152242960422
2020,New Mexico,0.052646110840091735
2020,Nevada,0.15256010911199325
2020,Delaware,0.10023985226505898
2020,Kentucky,0.09374820706273845
2020,South Dakota,0.032183374728204005
2020,Tennessee,0.1827157460395838
2021,Alabama,0.07417449113837934
2021,Alaska,0.0256810575704089
2021,Arizona,0.04544296865056702
2021,Arkansas,0.04942938334016896
2021,California,0.16323260369765288
2021,Colorado,0.08313565754399305
2021,Connecticut,0.1963481844935138
2021,Delaware,0.09318743812965173
2021,Florida,0.49165496784828244
2021,Georgia,0.20068485447665854
2021,Hawaii,0.01644309108096468
2021,Idaho,0.02842764226654972
2021,Illinois,0.08869260532812326
2021,Indiana,0.07465184689261688
2021,Iowa,0.060489007860740025
2021,Kansas,0.09471030821264903
2021,Kentucky,0.10364605827899034
2021,Louisiana,0.771583566032287
2021,Maine,0.009358562642681235
2021,Maryland,0.3581660376560633
2021,Massachusetts,0.18399989015785803
2021,Michigan,0.027865805278045882
2021,Minnesota,0.06777213607615028
2021,Mississippi,0.09945996374143376
2021,Missouri,0.08193392725661049
2021,Montana,0.00389618341005104
2021,Nebraska,0.11130014143111895
2021,Nevada,0.1511160622351056
2021,New Hampshire,0.0709093227904604
2021,New Jersey,0.38746921168929166
2021,New Mexico,0.059354327319203974
2021,New York,0.26906629937391696
2021,North Carolina,0.3546823764818865
2021,North Dakota,0.014870484545040759
2021,Ohio,0.044783640470715064
2021,Oklahoma,0.11157163785644668
2021,Oregon,0.02973490300027786
2021,Pennsylvania,0.06525501806000471
2021,Rhode Island,0.07051611384780791
2021,South Carolina,0.2365077655548846
2021,South Dakota,0.03458893040820608
2021,Tennessee,0.21244997993293097
2021,Texas,0.4682741297460542
2021,Utah,0.08216329296861703
2021,Vermont,0.0023377704215935178
2021,Virginia,0.34795307975702594
2021,Washington,0.06923654954653605
2021,West Virginia,0.022209279147874378
2021,Wisconsin,0.036599524393523396
2021,Wyoming,0.0019075993555782542
2022,Alabama,0.0014916194850849984
2022,Alaska,0.0010386035841678006
2022,Arizona,0.0005855876832506028
2022,Arkansas,0.0008073264793071207
2022,California,0.0010290652753636386
2022,Colorado,0.0007971178989358476
2022,Connecticut,0.029075265339486955
2022,Delaware,0.004327544822797104
2022,Florida,0.01821625051324205
2022,Georgia,0.015547001233407867
2022,Hawaii,0.0006893751434762017
2022,Idaho,0.0005053756742498989
2022,Illinois,0.0003213762050235961
2022,Indiana,0.0008254226643081197
2022,Iowa,6.27188102492571e-05
2022,Kansas,0.0016349208187410975
2022,Kentucky,0.0007772708244733711
2022,Louisiana,0.005020960895549791
2022,Maine,0.008937270945927438
2022,Maryland,0.012853580996305083
2022,Massachusetts,0.005626982598592109
2022,Michigan,0.000775508179075974
2022,Minnesota,0.0003160505203245066
2022,Mississippi,0.0001661494999365164
2022,Missouri,1.6248479548526246e-05
2022,Montana,0.0006462247625572595
2022,Nebraska,0.0012762010455659926
2022,Nevada,0.0016891221883261571
2022,New Hampshire,0.0021020433310863216
2022,New Jersey,0.021915733518087184
2022,New Mexico,0.001325467002262288
2022,New York,0.05796629142620533
2022,North Carolina,0.0026169474664032655
2022,North Dakota,0.0014570976919103301
2022,Ohio,0.0002972479174173946
2022,Oklahoma,0.0009066875003305632
2022,Oregon,0.0025473898228742563
2022,Pennsylvania,0.004188092145417949
2022,Rhode Island,0.004386566141192597
2022,South Carolina,0.0015361431140926546
2022,South Dakota,0.0013818988176782488
2022,Tennessee,0.001227654521263843
2022,Texas,0.004783994934641875
2022,Utah,0.004897639370530738
2022,Vermont,0.0050112838064195996
2022,Virginia,0.005124928242308462
2022,Washington,0.0005722796329970714
2022,West Virginia,0.0007585605314042406
2022,Wisconsin,0.00094484142981141
2022,Wyoming,0.0011311223282185793
2023,Alabama,0.0015036841250329178
2023,Alaska,0.0010820487512656978
2023,Arizona,0.000660413377498478
2023,Arkansas,0.0008398545131837179
2023,California,0.0010192956488689578
2023,Colorado,0.0005507011630464376
2023,Connecticut,0.031847948002805736
2023,Delaware,0.0014912434186457122
2023,Florida,0.018473354841954774
2023,Georgia,0.014765411976245982
2023,Hawaii,0.0007609112950364373
2023,Idaho,0.0005892378461649476
2023,Illinois,0.0004175643972934579
2023,Indiana,0.0011891213890347153
2023,Iowa,0.0012202993988930319
2023,Kansas,0.002485048010787151
2023,Kentucky,0.0012414855705014161
2023,Louisiana,0.004652647410477113
2023,Maine,0.008541139501987665
2023,Maryland,0.012429631593498218
2023,Massachusetts,0.005362969340261813
2023,Michigan,0.0010346616631489829
2023,Minnesota,0.00031503140863144055
2023,Mississippi,0.00016562182182426938
2023,Missouri,1.6212235017098234e-05
2023,Montana,0.0005167722626228617
2023,Nebraska,0.0010173322902286251
2023,Nevada,0.0002865329512893983
2023,New Hampshire,0.002377805991206441
2023,New Jersey,0.01862520117051728
2023,New Mexico,0.001276735793240677
2023,New York,0.05891109135275053
2023,North Carolina,0.0019557194874692237
2023,North Dakota,0.0010415267277175267
2023,Ohio,0.00012733396796582968
2023,Oklahoma,0.0008009491247127846
2023,Oregon,0.003037825082334111
2023,Pennsylvania,0.005274701039955437
2023,Rhode Island,0.002282331739657157
2023,South Carolina,0.0007097948232553339
2023,South Dakota,0.0007628513978534227
2023,Tennessee,0.0008159079724515114
2023,Texas,0.005145014684884044
2023,Utah,0.005050955207685185
2023,Vermont,0.004956895730486327
2023,Virginia,0.004862836253287468
2023,Washington,0.0009817873283293184
2023,West Virginia,0.0009817873283293184
2023,Wisconsin,0.0009817873283293184
2023,Wyoming,0.0009817873283293184
